,user_id,rating,title
19708,80642,7,Boy's Life
19709,80642,8,Ender's Game (Ender Wiggins Saga (Paperback))
19710,80661,8,All the Names
19711,80661,7,The Amazing Adventures of Kavalier &amp; Clay
19712,80661,7,The Pilot's Wife : A Novel
19713,80661,5,Plum Island
19714,80669,5,The Pilot's Wife : A Novel
19715,80672,5,I Know This Much Is True
19716,80677,10,Child of My Heart
19717,80683,10,Me Talk Pretty One Day
19718,80683,10,Rebecca
19719,80683,8,Rush Limbaugh Is a Big Fat Idiot: And Other Observations
19720,80683,10,Lord of the Flies
19721,80683,10,Things Fall Apart
19722,80683,9,Stand
19723,80683,10,Beloved (Plume Contemporary Fiction)
19724,80683,8,Siddhartha
19725,80683,2,Hitchhikers's Guide to the Galaxy
19726,80683,3,WAITING TO EXHALE
19727,80683,9,"Girl, Interrupted"
19728,80683,10,The Joy Luck Club
19729,80683,10,Frankenstein
19730,80684,10,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure
19731,80684,10,To Kill a Mockingbird
19732,80684,7,Dolores Claiborne
19733,80684,3,She's Come Undone (Oprah's Book Club)
19734,80690,10,The Little Prince
19735,80690,8,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure
19736,80690,6,Eaters of the Dead
19737,80690,7,Rebecca
19738,80690,6,The Robber Bride
19739,80692,7,The Tailor of Panama
19740,80692,9,Atlas Shrugged
19741,80737,8,The Blind Assassin
19742,80737,7,The Sum of All Fears
19743,80738,7,Hornet's Nest
19744,80738,7,Carolina Moon
19745,80767,7,The Lovely Bones: A Novel
19746,80768,10,James Herriot's Cat Stories
19747,80770,8,The Cat Who Walks Through Walls
19748,80771,9,Cold Fire
19749,80776,7,The Last Precinct
19750,80776,6,The Switch
19751,80776,7,The Blue Nowhere : A Novel
19752,80785,10,Outlander
19753,80795,5,The Jester
19754,80795,7,The Reader
19755,80800,7,Cold Fire
19756,80806,10,BAG OF BONES : A NOVEL
19757,80810,7,Jurassic Park
19758,80810,7,Princess: A True Story of Life Behind the Veil in Saudi Arabia
19759,80810,7,Hornet's Nest
19760,80810,5,The Last Precinct
19761,80810,8,Hemlock Bay
19762,80810,6,Mutation
19763,80810,5,The Street Lawyer
19764,80810,10,A Wrinkle in Time
19765,80810,10,Jack &amp; Jill (Alex Cross Novels)
19766,80810,8,The Presence
19767,80810,8,The Target
19768,80810,9,Riptide
19769,80810,6,A Night to Remember
19770,80810,8,Ashes to Ashes
19771,80810,10,Final Target
19772,80810,9,Body of Lies
19773,80810,7,The First Wives Club Movie Tie In
19774,80810,9,WAITING TO EXHALE
19775,80810,8,The Soul Catcher: A Maggie O'Dell Novel
19776,80810,9,"A Child Called \It\"": One Child's Courage to Survive"""
19777,80820,9,Running with Scissors: A Memoir
19778,80820,10,The True and Outstanding Adventures of the Hunt Sisters: A Novel
19779,80820,9,Perfume: The Story of a Murderer (Vintage International)
19780,80820,5,The Idiot Girls' Action Adventure Club
19781,80820,5,Birthright
19782,80820,8,It's My F---ing Birthday : A Novel
19783,80826,8,Prodigal Summer
19784,80826,10,A Prayer for Owen Meany
19785,80826,6,The Fourth Hand
19786,80826,7,Atonement: A Novel
19787,80826,8,Dracula (Signet Classics (Paperback))
19788,80826,9,"The Golden Compass (His Dark Materials, Book 1)"
19789,80826,10,"The Subtle Knife (His Dark Materials, Book 2)"
19790,80826,9,"The Amber Spyglass (His Dark Materials, Book 3)"
19791,80826,7,Fall on Your Knees
19792,80837,7,The Presence
19793,80837,5,Beloved (Plume Contemporary Fiction)
19794,80837,7,Beach Music
19795,80837,5,A Fine Balance
19796,80841,10,The Summerhouse
19797,80908,7,Hyperion
19798,80929,3,The Girls' Guide to Hunting and Fishing
19799,80929,9,Eaters of the Dead
19800,80945,10,Prey: A Novel
19801,80945,5,Visions of Sugar Plums
19802,80945,9,A Place of Execution
19803,80945,10,One for the Money (A Stephanie Plum Novel)
19804,80945,9,The Lovely Bones: A Novel
19805,80945,7,Sphere
19806,80945,9,Rising Sun
19807,80945,7,Eyes of Prey
19808,80945,9,The Client
19809,80945,7,Acts of Malice
19810,80945,8,The King of Torts
19811,80945,6,Jack &amp; Jill (Alex Cross Novels)
19812,80945,7,Pop Goes the Weasel
19813,80945,7,The Dark Room
19814,80945,7,Flashback
19815,80945,7,Sticks &amp; Scones
19816,80945,1,Isle of Dogs
19817,80954,7,Hitchhikers's Guide to the Galaxy
19818,80995,8,The Metamorphosis (Bantam Classics)
19819,80996,5,Angels Flight (Detective Harry Bosch Mysteries)
19820,81015,10,"Catherine, Called Birdy (Trophy Newbery)"
19821,81031,6,Little House on the Prairie
19822,81045,9,Skipping Christmas
19823,81045,10,Without Remorse
19824,81045,8,The Simple Truth
19825,81045,10,The Cat Who Said Cheese
19826,81048,7,"Catherine, Called Birdy (Trophy Newbery)"
19827,81051,5,And Then You Die
19828,81064,8,The Alienist
19829,81064,2,Wild Animus
19830,81074,7,White Teeth: A Novel
19831,81082,10,The Handmaid's Tale
19832,81087,7,Idoru
19833,81087,8,High Fidelity
19834,81088,5,The Blind Assassin
19835,81088,7,Fear and Loathing in Las Vegas : A Savage Journey to the Heart of the American Dream
19836,81088,5,The Sexual Life of Catherine M.
19837,81088,9,The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries)
19838,81088,9,Wuthering Heights (Wordsworth Classics)
19839,81121,8,Feet of Clay (Discworld Novels (Paperback))
19840,81121,10,The Catcher in the Rye
19841,81121,7,Lord of the Flies
19842,81121,7,The Firm
19843,81121,8,Dune (Remembering Tomorrow)
19844,81121,10,Neuromancer (Remembering Tomorrow)
19845,81121,9,Snow Crash
19846,81135,7,The Salaryman's Wife (Children of Violence Series)
19847,81136,5,Winter Moon
19848,81136,6,Timeline
19849,81136,8,Harmful Intent
19850,81136,7,Blindsight
19851,81136,9,A Painted House
19852,81136,7,A Case of Need
19853,81138,7,To Kill a Mockingbird
19854,81153,2,Wild Animus
19855,81157,9,Into Thin Air : A Personal Account of the Mt. Everest Disaster
19856,81207,8,Rebecca
19857,81207,7,About a Boy Uk
19858,81207,6,Kitchen
19859,81207,7,Lolita (Vintage International)
19860,81207,8,Angela's Ashes: A Memoir
19861,81207,7,George W. Bushisms : The Slate Book of The Accidental Wit and Wisdom of our 43rd President
19862,81212,10,Cold Mountain : A Novel
19863,81215,5,The Lovely Bones: A Novel
19864,81215,5,"The Shelters of Stone (Earth's Children Series, No 5)"
19865,81216,7,Reviving Ophelia: Saving the Selves of Adolescent Girls (Ballantine Reader's Circle)
19866,81216,7,Bird by Bird: Some Instructions on Writing and Life
19867,81216,5,How Stella Got Her Groove Back
19868,81216,7,Sabine's Notebook: In Which the Extraordinary Correspondence of Griffin &amp; Sabine Continues
19869,81216,7,The Golden Mean: In Which the Extraordinary Correspondence of Griffin &amp; Sabine Concludes
19870,81216,7,Griffin &amp; Sabine: An Extraordinary Correspondence
19871,81218,7,While I Was Gone
19872,81227,9,Angelas Ashes
19873,81227,7,Tara Road
19874,81230,8,Big Stone Gap: A Novel (Ballantine Reader's Circle)
19875,81249,6,Lucy Sullivan Is Getting Married
19876,81249,8,Possession : A Romance
19877,81249,9,About a Boy
19878,81249,9,High Fidelity
19879,81249,9,How to Be Good
19880,81263,9,The Lovely Bones: A Novel
19881,81263,10,"The Golden Compass (His Dark Materials, Book 1)"
19882,81263,10,"The Subtle Knife (His Dark Materials, Book 2)"
19883,81263,10,"The Amber Spyglass (His Dark Materials, Book 3)"
19884,81263,10,Sister of My Heart
19885,81263,10,A Wind in the Door
19886,81263,9,Pride and Prejudice
19887,81263,8,Anne of Green Gables (Anne of Green Gables Novels (Paperback))
19888,81263,8,Anne of Windy Poplars (Anne of Green Gables Novels (Paperback))
19889,81263,8,Anne of the Island
19890,81274,8,Angelas Ashes
19891,81274,8,Felicia's Journey
19892,81274,8,The Girls' Guide to Hunting and Fishing
19893,81274,10,The Handmaid's Tale
19894,81274,10,"The Subtle Knife (His Dark Materials, Book 2)"
19895,81274,10,Northern Lights (His Dark Materials S.)
19896,81287,9,"ROAD LESS TRAVELED : A New Psychology of Love, Traditional Values, and Spritual Growth (Touchstone Books (Paperback))"
19897,81298,6,The Pilot's Wife : A Novel
19898,81298,3,The Girl Who Loved Tom Gordon
19899,81298,8,"Artemis Fowl (Artemis Fowl, Book 1)"
19900,81298,7,Nicolae: The Rise of Antichrist (Left Behind No. 3)
19901,81298,7,Apollyon: The Destroyer Is Unleashed (Left Behind No. 5)
19902,81298,7,"Assassins: Assignment: Jerusalem, Target: Antichrist (Left Behind No. 6)"
19903,81298,7,The Indwelling: The Beast Takes Possession (Left Behind #7)
19904,81298,7,Desecration: Antichrist Takes the Throne (Left Behind No. 9)
19905,81298,5,Chicken Soup for the Teenage Soul II (Chicken Soup for the Soul Series)
19906,81298,4,Call of the Wild
19907,81298,8,Prozac Nation: Young and Depressed in America : A Memoir
19908,81303,9,"Truly, Madly Manhattan"
19909,81303,9,The Client
19910,81303,8,The Ranch
19911,81303,8,Bittersweet
19912,81303,9,Unspeakable
19913,81303,8,The Bachelor (Warner Books Contemporary Romance)
19914,81318,9,Divine Secrets of the Ya-Ya Sisterhood: A Novel
19915,81318,8,Little Altars Everywhere: A Novel
19916,81318,8,Bridget Jones: The Edge of Reason
19917,81318,2,The Lovely Bones: A Novel
19918,81318,5,The Beach House
19919,81318,8,Harry Potter and the Sorcerer's Stone (Book 1)
19920,81318,7,Nights in Rodanthe
19921,81318,4,Beach Music
19922,81318,7,The Summerhouse
19923,81318,8,Jemima J: A Novel About Ugly Ducklings and Swans
19924,81318,7,Babyville
19925,81322,7,Inca Gold (Clive Cussler)
19926,81324,8,Winter Solstice
19927,81324,10,The Lovely Bones: A Novel
19928,81324,9,The Horse Whisperer
19929,81324,7,Tara Road
19930,81331,5,Servant of the Bones
19931,81332,10,Where the Red Fern Grows
19932,81333,5,Protect and Defend
19933,81353,6,She's Come Undone (Oprah's Book Club)
19934,81357,7,Oldest Living Confederate Widow Tells All
19935,81359,9,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))
19936,81368,8,The Crimson Petal and the White
19937,81368,6,Mystic River
19938,81368,6,The Runaway Jury
19939,81368,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))
19940,81368,8,Go Ask Alice
19941,81368,10,The Five People You Meet in Heaven
19942,81368,9,The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries)
19943,81370,9,Nicolae: The Rise of Antichrist (Left Behind No. 3)
19944,81386,8,Degree of Guilt
19945,81393,7,Call of the Wild
19946,81394,8,The Pillars of the Earth
19947,81415,7,Crazy
19948,81418,7,Portrait of a Killer: Jack the Ripper -- Case Closed
19949,81434,8,The Catcher in the Rye
19950,81434,10,Into Thin Air : A Personal Account of the Mt. Everest Disaster
19951,81434,4,Blood Lure
19952,81434,8,Blood Orchid
19953,81434,10,The Girl Who Loved Tom Gordon
19954,81456,10,Fast Food Nation: The Dark Side of the All-American Meal
19955,81456,10,"Guns, Germs, and Steel: The Fates of Human Societies"
19956,81459,7,Changes
19957,81460,7,A Wrinkle in Time
19958,81466,6,Tara Road
19959,81475,4,Inconceivable
19960,81481,6,Crazy
19961,81484,10,Timeline
19962,81484,7,Pet Sematary
19963,81484,7,The Devil Wears Prada : A Novel
19964,81492,5,Girlfriend in a Coma
19965,81492,8,Breathing Room (Avon Romance)
19966,81492,9,Fast Women
19967,81492,9,Lucky : A Memoir
19968,81492,9,The Lovely Bones: A Novel
19969,81492,9,"The Fellowship of the Ring (The Lord of the Rings, Part 1)"
19970,81492,10,Timeline
19971,81492,10,Dog Handling
19972,81492,5,"Whirlwind (Tyler, Book 1)"
19973,81492,8,American Gods
19974,81492,9,The Sixteen Pleasures: A Novel
19975,81492,10,Skipping Christmas
19976,81492,9,The Curious Incident of the Dog in the Night-Time : A Novel
19977,81492,9,The Bachelor (Warner Books Contemporary Romance)
19978,81492,10,The Target
19979,81492,9,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))
19980,81492,10,Ransom
19981,81492,9,"Girl, Interrupted"
19982,81492,9,Kushiel's Dart
19983,81492,5,Four Blondes
19984,81492,7,The Visitation
19985,81492,10,Chicken Soup for the Pet Lover's Soul (Chicken Soup for the Soul)
19986,81531,6,The Robber Bride
19987,81560,8,Feet of Clay (Discworld Novels (Paperback))
19988,81560,8,"Life,the Universe and Everything"
19989,81560,7,Magic Kingdom for Sale - Sold! (Magic Kingdom of Landover)
19990,81560,9,"Pawn of Prophecy (The Belgariad, Book 1)"
19991,81560,9,"Castle of Wizardry (The Belgariad, Book 4)"
19992,81560,8,The Restaurant at the End of the Universe (Hitchhiker's Trilogy (Paperback))
19993,81560,7,Mostly Harmless
19994,81560,8,Neverwhere
19995,81560,8,"The Subtle Knife (His Dark Materials, Book 2)"
19996,81560,8,Northern Lights (His Dark Materials S.)
19997,81560,10,"The Fellowship of the Ring (The Lord of the Rings, Part 1)"
19998,81560,9,"The Return of the King (The Lord of the Rings, Part 3)"
19999,81560,9,Lost in a Good Book: A Thursday Next Novel
20000,81560,7,Long Dark Tea Time of the Soul
20001,81560,9,Dirk Gently's Holistic Detective Agency
20002,81560,8,"The Shadow Rising (The Wheel of Time, Book 4)"
20003,81560,9,"The Great Hunt (The Wheel of Time, Book 2)"
20004,81560,7,"Stone of Tears (Sword of Truth, Book 2)"
20005,81560,6,"Blood of the Fold (Sword of Truth, Book 3)"
20006,81560,8,"Temple of the Winds (Sword of Truth, Book 4)"
20007,81560,7,Summon the Keeper
20008,81564,9,Atonement: A Novel
20009,81564,3,Sophie's World: A Novel About the History of Philosophy
20010,81578,8,The Street Lawyer
20011,81578,10,A Time to Kill
20012,81580,9,Interpreter of Maladies
20013,81580,7,A Patchwork Planet (Ballantine Reader's Circle)
20014,81597,8,The Lovely Bones: A Novel
20015,81597,8,Interview with the Vampire
20016,81597,8,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback))
20017,81597,8,Sudden Prey
20018,81597,8,Shadow Prey
20019,81597,8,Eyes of Prey
20020,81597,8,Silent Prey
20021,81597,8,Unnatural Exposure
20022,81597,7,Mirror Image
20023,81597,8,The Alibi
20024,81597,7,The Switch
20025,81597,7,Exclusive
20026,81597,7,Fat Tuesday
20027,81597,7,Unspeakable
20028,81597,8,Carnal Innocence
20029,81597,8,Still Waters
20030,81597,5,Body of Lies
20031,81597,8,My Gal Sunday
20032,81597,8,Stillwatch
20033,81597,9,Where Are the Children?
20034,81597,10,"Loves Music, Loves to Dance"
20035,81597,8,REMEMBER ME
20036,81597,8,The Lottery Winner : Alvirah And Willy Stories
20037,81597,8,SILENT NIGHT : The Story of the World War I Christmas Truce
20038,81597,7,My Gal Sunday
20039,81597,10,Angela's Ashes (MMP) : A Memoir
20040,81597,7,Daddy's Little Girl
20041,81609,10,Holes
20042,81610,9,The Mists of Avalon
20043,81619,7,You Belong To Me
20044,81639,8,Wild Animus
20045,81646,8,Jurassic Park
20046,81654,5,Local Girls
20047,81661,9,A Heartbreaking Work of Staggering Genius
20048,81661,10,"A Child Called \It\"": One Child's Courage to Survive"""
20049,81669,10,A Clockwork Orange (Norton Paperback Fiction)
20050,81672,4,The Sky Is Falling
20051,81672,5,The Alibi
20052,81672,10,A Man Named Dave: A Story of Triumph and Forgiveness
20053,81675,8,Rainbow Six
20054,81682,9,Angels
20055,81682,5,Full House (Janet Evanovich's Full Series)
20056,81682,6,Full Tilt (Janet Evanovich's Full Series)
20057,81682,7,Full Blast (Janet Evanovich's Full Series)
20058,81682,9,The Killer Angels
20059,81682,8,See Jane Date (Red Dress Ink (Paperback))
20060,81682,5,A Virtuous Woman (Oprah's Book Club (Paperback))
20061,81682,8,Lucy Sullivan Is Getting Married
20062,81682,8,Shopaholic Takes Manhattan (Summer Display Opportunity)
20063,81682,7,H Is for Homicide (Kinsey Millhone Mysteries (Paperback))
20064,81682,7,K Is for Killer (Kinsey Millhone Mysteries (Paperback))
20065,81682,5,Le Divorce (William Abrahams Book)
20066,81682,7,A Is for Alibi (Kinsey Millhone Mysteries (Paperback))
20067,81682,10,The Devil Wears Prada : A Novel
20068,81682,5,Chicken Soup for the Soul (Chicken Soup for the Soul)
20069,81703,7,Je Voudrais Que Quelqu'un M'Attende Quelque Part
20070,81734,9,Dolores Claiborne
20071,81741,7,Confessions of a Shopaholic
20072,81758,5,Simply Divine
20073,81771,6,The Unbearable Lightness of Being
20074,81771,10,The Red Tent (Bestselling Backlist)
20075,81771,8,The Hours: A Novel
20076,81771,10,Seabiscuit
20077,81771,7,Rush Limbaugh Is a Big Fat Idiot: And Other Observations
20078,81771,8,Angela's Ashes (MMP) : A Memoir
20079,81771,8,What to Expect the First Year
20080,81786,9,The Divine Secrets of the Ya-Ya Sisterhood: A Novel
20081,81786,6,Season of the Machete
20082,81786,7,Isle of Dogs
20083,81788,7,Windmills of the Gods
20084,81801,9,The Corrections: A Novel
20085,81836,10,Stand
20086,81845,7,Round Ireland With a Fridge
20087,81845,10,The Lovely Bones
20088,81848,7,"These High, Green Hills (The Mitford Years)"
20089,81848,7,2nd Chance
20090,81848,8,Violets Are Blue
20091,81848,9,The Hobbit : The Enchanting Prelude to The Lord of the Rings
20092,81848,9,"The Fellowship of the Ring (The Lord of the Rings, Part 1)"
20093,81848,7,The Idiot Girls' Action Adventure Club
20094,81848,8,Can You Keep a Secret?
20095,81848,8,The Client
20096,81848,8,A Time to Kill
20097,81848,7,The Curious Incident of the Dog in the Night-Time : A Novel
20098,81848,5,Shock
20099,81848,7,The Teeth of the Tiger
20100,81848,7,Unnatural Exposure
20101,81848,8,Rainbow Six
20102,81848,7,Southern Cross
20103,81848,7,The Chamber
20104,81848,6,The Horse Whisperer
20105,81848,7,Scarlett: The Sequel to Margaret Mitchell's Gone With the Wind
20106,81848,8,Nights in Rodanthe
20107,81848,3,Season of the Machete
20108,81848,8,Different Seasons (Signet)
20109,81848,7,Night Shift
20110,81848,8,Jackdaws
20111,81848,5,One Door Away from Heaven
20112,81848,8,Jemima J: A Novel About Ugly Ducklings and Swans
20113,81848,7,L Is for Lawless (Kinsey Millhone Mysteries)
20114,81848,7,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1)
20115,81854,9,Jack &amp; Jill (Alex Cross Novels)
20116,81854,8,The Beach House
20117,81855,8,Angelas Ashes
20118,81855,8,Dead Famous
20119,81855,10,Northern Lights (His Dark Materials S.)
20120,81855,3,Wild Animus
20121,81865,6,Seinlanguage
20122,81865,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))
20123,81865,7,How to Be a Canadian: Even If You Already are One
20124,81883,5,The Maze
20125,81899,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))
20126,81901,8,Blackbird: A Childhood Lost and Found
20127,81909,7,Call of the Wild
20128,81927,10,"The Return of the King (The Lord of the Rings, Part 3)"
20129,81927,10,Eaters of the Dead
20130,81927,9,A Time to Kill
20131,81933,8,At Home in Mitford (The Mitford Years)
20132,81933,8,A Light in the Window (The Mitford Years)
20133,81938,8,Daddy's Little Girl
20134,81950,7,Fever Pitch
20135,81950,8,The Rapture of Canaan
20136,81950,8,Catering to Nobody
20137,81950,7,The Last Suppers
20138,81950,7,WLD ACCORDNG GARP
20139,81950,9,SHIPPING NEWS
20140,81950,6,Wild Animus
20141,81956,5,Running with Scissors: A Memoir
20142,81977,6,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!
20143,81977,10,The God of Small Things
20144,81977,7,The Lovely Bones: A Novel
20145,81977,8,The Mists of Avalon
20146,81977,8,Don't Let's Go to the Dogs Tonight : An African Childhood
20147,81977,9,Coraline
20148,81977,8,The Andromeda Strain
20149,81977,10,Song of Solomon (Oprah's Book Club (Paperback))
20150,81977,7,Into the Forest
20151,81977,10,"The Subtle Knife (His Dark Materials, Book 2)"
20152,81977,8,STONES FROM THE RIVER
20153,81977,9,Ender's Game (Ender Wiggins Saga (Paperback))
20154,81977,6,Saint Maybe
20155,81977,9,Sabine's Notebook: In Which the Extraordinary Correspondence of Griffin &amp; Sabine Continues
20156,81982,8,The Hobbit : The Enchanting Prelude to The Lord of the Rings
20157,81982,8,"The Fellowship of the Ring (The Lord of the Rings, Part 1)"
20158,82001,6,The Firm
20159,82003,8,Neanderthal: A Novel
20160,82046,8,Diary of a Mad Bride (Summer Display Opportunity)
20161,82053,8,Find Me
20162,82053,8,"Loves Music, Loves to Dance"
20163,82060,6,From a Buick 8
20164,82080,9,Smilla's Sense of Snow
20165,82080,10,"The Golden Compass (His Dark Materials, Book 1)"
20166,82082,8,"The Dilbert Principle: A Cubicle'S-Eye View of Bosses, Meetings, Management Fads &amp; Other Workplace Afflictions"
20167,82102,10,The Pillars of the Earth
20168,82102,5,Dilbert Fugitive From The Cubicle Police
20169,82111,5,Silent Prey
20170,82116,6,The Chamber
20171,82122,8,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail)
20172,82123,8,Cold Sassy Tree
20173,82146,8,Four To Score (A Stephanie Plum Novel)
20174,82147,10,Carrie
20175,82156,8,The Partner
20176,82156,8,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1)
20177,82164,5,The Reader
20178,82164,9,Outlander
20179,82164,7,The King of Torts
20180,82164,9,Atlas Shrugged
20181,82200,7,Child of My Heart
20182,82244,9,Cane River
20183,82247,10,Interview with the Vampire
20184,82282,10,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback))
20185,82308,6,Drowning Ruth (Oprah's Book Club)
20186,82326,10,Schlafes Bruder
20187,82346,9,The Dive From Clausen's Pier (Alex Awards)
20188,82356,10,The Alchemist: A Fable About Following Your Dream
20189,82371,9,The Andromeda Strain
20190,82381,8,The Street Lawyer
20191,82381,6,Night over Water
20192,82391,8,Hornet's Nest
20193,82391,5,Dark Horse
20194,82392,8,Hornet's Nest
20195,82407,8,Me Talk Pretty One Day
20196,82407,10,"The Golden Compass (His Dark Materials, Book 1)"
20197,82407,3,Personal History
20198,82407,7,White Teeth: A Novel
20199,82407,5,Body of Evidence (Kay Scarpetta Mysteries (Paperback))
20200,82407,9,The Book of Ruth (Oprah's Book Club (Paperback))
20201,82407,9,Smilla's Sense of Snow
20202,82407,7,Practical Magic
20203,82407,2,Outlander
20204,82407,5,The Dark Room
20205,82407,3,JITTERBUG PERFUME
20206,82407,9,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))
20207,82407,8,SHIPPING NEWS
20208,82407,9,Smilla's Sense of Snow
20209,82407,6,Ladder of Years
20210,82407,8,How to Be a Canadian: Even If You Already are One
20211,82431,8,She's Come Undone (Oprah's Book Club (Paperback))
20212,82431,6,STONES FROM THE RIVER
20213,82444,9,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover))
20214,82445,5,Blessings : A Novel
20215,82481,5,White Oleander : A Novel (Oprah's Book Club)
20216,82481,7,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1)
20217,82487,7,Mystic River
20218,82488,6,Apocalipstick
20219,82489,5,At Home in Mitford (The Mitford Years)
20220,82491,9,The Client
20221,82494,8,The Rapture of Canaan
20222,82497,7,Rising Sun
20223,82497,8,Jupiter's Bones : A Peter Decker/Rina Lazarus Novel (Peter Decker &amp; Rina Lazarus Novels (Paperback))
20224,82497,7,The House of Thunder
20225,82497,7,Sudden Prey
20226,82497,6,Isle of Dogs
20227,82497,7,A Painted House
20228,82497,9,The King of Torts
20229,82497,8,Bleachers
20230,82497,7,The Tenth Justice
20231,82497,8,Last Man Standing
20232,82497,7,Messiah
20233,82497,8,River's End
20234,82497,8,A Thin Dark Line (Mysteries &amp; Horror)
20235,82497,8,Survival of the Fittest: An Alex Delaware Novel
20236,82497,8,The Face of Deception
20237,82497,7,Middle of Nowhere
20238,82497,8,Beach House
20239,82498,5,Beach Music
20240,82511,2,A Virtuous Woman (Oprah's Book Club (Paperback))
20241,82511,7,The Cat Who Tailed a Thief
20242,82511,9,Ladder of Years
20243,82511,8,Hornet Flight
20244,82511,8,Natural Causes
20245,82511,3,SHIPPING NEWS
20246,82511,9,Angela's Ashes (MMP) : A Memoir
20247,82511,1,Under the Tuscan Sun
20248,82550,8,Interview with the Vampire
20249,82550,7,"Redwall (Redwall, Book 1)"
20250,82563,10,The Lovely Bones: A Novel
20251,82599,10,Harry Potter and the Sorcerer's Stone (Book 1)
20252,82600,7,Simple Abundance:  A Daybook of Comfort and Joy
20253,82600,8,Personal Injuries
20254,82607,8,About a Boy Uk
20255,82608,5,The Girls' Guide to Hunting and Fishing
20256,82608,7,The Persian Pickle Club
20257,82608,6,The Devil's Code
20258,82608,5,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail)
20259,82609,10,Hyperion
20260,82617,8,The Divine Secrets of the Ya-Ya Sisterhood: A Novel
20261,82628,8,Big Stone Gap: A Novel (Ballantine Reader's Circle)
20262,82628,7,Back When We Were Grownups : A Novel (Ballantine Reader's Circle)
20263,82628,8,Shopgirl
20264,82635,8,The Reader
20265,82657,4,Bleachers
20266,82659,7,Unspeakable
20267,82659,8,Airframe
20268,82673,7,The Andromeda Strain
20269,82673,5,Congo
20270,82673,7,Lord of the Flies
20271,82673,8,Even Cowgirls Get the Blues
20272,82673,8,Seinlanguage
20273,82678,9,The Bonesetter's Daughter
20274,82678,8,Harmful Intent
20275,82699,9,A Time to Kill
20276,82699,9,The Client
20277,82699,9,The Chamber
20278,82699,8,Windmills of the Gods
20279,82720,6,Storming Heaven
20280,82720,6,The Beach House
20281,82751,5,The Grapes of Wrath
20282,82751,8,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure
20283,82776,10,Bridge to Terabithia
20284,82776,7,The Search
20285,82795,7,"Artemis Fowl (Artemis Fowl, Book 1)"
20286,82797,10,The Lovely Bones: A Novel
20287,82797,7,The Diary of Ellen Rimbauer: My Life at Rose Red
20288,82806,8,Certain Prey
20289,82808,8,Once upon a More Enlightened Time: More Politically Correct Bedtime Stories
20290,82808,7,Jurassic Park
20291,82808,8,Fever
20292,82808,6,Macbeth
20293,82825,7,For Love of Evil : Book Six of Incarnations of Immortality (Incarnations of Immortality (Paperback))
20294,82825,9,Fast Food Nation
20295,82825,7,Atlantis Found
20296,82825,8,Valhalla Rising (Dirk Pitt Adventures (Paperback))
20297,82825,5,"The Eternity Code (Artemis Fowl, Book 3)"
20298,82826,8,The Chamber
20299,82831,4,Portrait of a Killer: Jack the Ripper -- Case Closed
20300,82831,8,The Face on the Milk Carton
20301,82831,4,Sense and Sensibility
20302,82831,7,Pay It Forward: A Novel
20303,82831,7,Wild Animus
20304,82841,10,"Truly, Madly Manhattan"
20305,82841,10,Blindsighted
20306,82841,10,Thursday'S At Eight
20307,82842,5,Isle of Dogs
20308,82842,8,How to Be Good
20309,82859,7,Mystic River
20310,82861,9,The Stone Monkey (Lincoln Rhyme Novels (Paperback))
20311,82868,9,The First Eagle (Jim Chee Novels)
20312,82869,8,The Wailing Wind
20313,82877,6,STONES FROM THE RIVER
20314,82885,8,Seabiscuit
20315,82886,6,Bridget Jones: The Edge of Reason
20316,82888,10,The Lovely Bones: A Novel
20317,82888,8,A Painted House
20318,82893,10,"Castle of Wizardry (The Belgariad, Book 4)"
20319,82899,8,"The Fellowship of the Ring (The Lord of the Rings, Part 1)"
20320,82901,9,Divine Secrets of the Ya-Ya Sisterhood: A Novel
20321,82901,8,Little Altars Everywhere: A Novel
20322,82901,6,Merrick (Vampire/Witches Chronicles)
20323,82901,9,Chicken Soup for the Soul (Chicken Soup for the Soul)
20324,82903,10,Blindsight
20325,82903,7,The Partner
20326,82905,9,The Celestine Prophecy (Celestine Prophecy)
20327,82925,7,Servant of the Bones
20328,82936,10,The Mulberry Tree
20329,82939,8,Dirty Work
20330,82942,7,The Alchemist: A Fable About Following Your Dream
